year,field,name,gender
1927,Economic Sciences,Bertil,
1927,Economic Sciences,Langdon,
1927,Economic Sciences,Luigi,
1927,Economic Sciences,Charles,
1928,Physics,Henry,
1928,Physics,Oliver,
1928,Physics,František,
1928,Physics,William,
1928,Physics,John,
1928,Physics,JAMES,
1928,Physics,Norbert,
1928,Physics,HAROLD,
1928,Physics,Edward,
1928,Physics,Charles,
1928,Chemistry,Benjamin,
1928,Chemistry,Jacob,
1928,Chemistry,Julius,
1928,Chemistry,Isidor,
1928,Chemistry,Barnett,
1928,Chemistry,Noboru,
1928,Chemistry,Hugh,
1928,Chemistry,Melville,
1928,Chemistry,Thomas,
1928,Chemistry,Marion,
1928,Physiology or Medicine,Nora,
1928,Physiology or Medicine,Samson,
1928,Physiology or Medicine,Harriet,
1928,Physiology or Medicine,McKeen,
1928,Physiology or Medicine,STANLEY,
1928,Physiology or Medicine,Herbert,
1928,Physiology or Medicine,Swale,
1928,Physiology or Medicine,Theodore,
1928,Physiology or Medicine,Hugh,
1928,Physiology or Medicine,Richard,
1928,Economic Sciences,Lothrop,
1928,Economic Sciences,Dorothea,
1928,Economic Sciences,Gustav,
1928,Economic Sciences,Paul,
1928,Economic Sciences,Mark,
1928,Economic Sciences,Georg,
1928,Economic Sciences,Henri,
1928,Economic Sciences,Jewell,
1928,Economic Sciences,Martin,
1928,Economic Sciences,Ernst,
1929,Physics,Clifford,
1929,Physics,Wolfgang,
1929,Physics,Walter,
1929,Physics,Irving,
1929,Physics,William,
1929,Physics,Norbert,
1929,Physics,Oliver,
1929,Physics,Jan,
1929,Physics,George,
1929,Physics,Philip,
1929,Chemistry,Benjamin,
1929,Chemistry,Sergius,
1929,Chemistry,Henry,
1929,Chemistry,Leonarde,
1929,Chemistry,Torald,
1929,Chemistry,Leo,
1929,Chemistry,Severo,
1929,Chemistry,Otto,
1929,Chemistry,Yellapragada,
1929,Chemistry,Milton,
1929,Physiology or Medicine,Henry,
1929,Physiology or Medicine,Kiyoshi,
1929,Physiology or Medicine,Albert,
1929,Physiology or Medicine,Karl,
1929,Physiology or Medicine,David,
1929,Economic Sciences,Barbara,
1929,Economic Sciences,Maurice,
1929,Economic Sciences,Alfred,
1929,Economic Sciences,Alexander,
1929,Economic Sciences,Guy-Harold,
1929,Economic Sciences,Mao-Lan,
1929,Economic Sciences,Spurgeon,
1929,Economic Sciences,ELLSWORTH,
1929,Economic Sciences,Giulio,
1929,Economic Sciences,Lujo,
1930,Physics,Saul,
1930,Physics,Prescott,
1930,Physics,Paul,
1930,Physics,CHRISTIAN,
1930,Physics,Irving,
1930,Physics,DONALD,
1930,Physics,KEDAVESWAR,
1930,Physics,George,
1930,Chemistry,Mildred,
1930,Chemistry,Fritz,
1930,Chemistry,Sergius,
1930,Chemistry,Ruth,
1930,Chemistry,Marcel,
1930,Chemistry,Anna,
1930,Chemistry,Shiro,
1930,Chemistry,Melville,
1930,Chemistry,Curtis,
1930,Chemistry,Rhoda,
1930,Physiology or Medicine,Zachary,
1930,Physiology or Medicine,Woldemar,
1930,Physiology or Medicine,Ruth,
1930,Physiology or Medicine,George,
1930,Physiology or Medicine,Donn,
1930,Physiology or Medicine,Yandell,
1930,Physiology or Medicine,Hubert,
1930,Physiology or Medicine,David,
1930,Physiology or Medicine,Eric,
1930,Physiology or Medicine,Bela,
1930,Economic Sciences,Karl,
1930,Economic Sciences,Cedar,
1930,Economic Sciences,Eden,
1930,Economic Sciences,John,
1930,Economic Sciences,Isaac,
1930,Economic Sciences,Bert,
1930,Economic Sciences,Adolf,
1930,Economic Sciences,Griffith,
1930,Economic Sciences,Barbara,
1930,Economic Sciences,Otto,
1931,Physics,Saul,
1931,Physics,Shikao,
1931,Physics,Herbert,
1931,Physics,Hugo,
1931,Physics,Václav,
1931,Physics,Harvey,
1931,Physics,Merit,
1931,Physics,Norbert,
1931,Physics,Otto,
1931,Physics,Irving,
1931,Chemistry,Sergius,
1931,Chemistry,Peter,
1931,Chemistry,Meyer,
1931,Chemistry,Morio,
1931,Chemistry,Margaret,
1931,Chemistry,Nannette,
1931,Chemistry,Frederick,
1931,Chemistry,Sarah,
1931,Chemistry,Daniel,
1931,Chemistry,Graham,
1931,Physiology or Medicine,Richard,
1931,Physiology or Medicine,Marshall,
1931,Physiology or Medicine,Joseph,
1931,Physiology or Medicine,GÖSTA,
1931,Physiology or Medicine,Helen,
1931,Physiology or Medicine,Margaret,
1931,Physiology or Medicine,Arthur,
1931,Physiology or Medicine,Claire,
1931,Physiology or Medicine,Lillas,
1931,Physiology or Medicine,Mary,
1931,Economic Sciences,Doreen,
1931,Economic Sciences,Ivy,
1931,Economic Sciences,Hollis,
1931,Economic Sciences,Stephen,
1931,Economic Sciences,Hubert,
1931,Economic Sciences,Barbara,
1931,Economic Sciences,Harry,
1931,Economic Sciences,David,
1931,Economic Sciences,Julia,
1931,Economic Sciences,Irving,
1932,Physics,Banesh,
1932,Physics,Joseph,
1932,Physics,Walter,
1932,Physics,Morris,
1932,Physics,Evald,
1932,Physics,ALLAN,
1932,Physics,Elmer,
1932,Physics,Bohuslav,
1932,Physics,Kenneth,
1932,Physics,Jesse,
1932,Chemistry,Peter,
1932,Chemistry,Henry,
1932,Chemistry,Werner,
1932,Chemistry,Michael,
1932,Chemistry,Aaron,
1932,Chemistry,Erwin,
1932,Chemistry,Grace,
1932,Chemistry,Franklin,
1932,Chemistry,Frederick,
1932,Chemistry,Victor,
1932,Physiology or Medicine,Peter,
1932,Physiology or Medicine,Hans,
1932,Physiology or Medicine,Sam,
1932,Physiology or Medicine,Joseph,
1932,Physiology or Medicine,Paul,
1932,Physiology or Medicine,David,
1932,Physiology or Medicine,Richard,
1932,Physiology or Medicine,Arturo,
1932,Physiology or Medicine,Gilbert,
1932,Physiology or Medicine,Roberta,
1932,Economic Sciences,Josiah,
1932,Economic Sciences,Douglas,
1932,Economic Sciences,Robert,
1932,Economic Sciences,Laura,
1932,Economic Sciences,Carl,
1932,Economic Sciences,Pietro,
1932,Economic Sciences,Arthur,
1932,Economic Sciences,Francesco,
1932,Economic Sciences,Reginald,
1932,Economic Sciences,George,
1933,Physics,Karl,
1933,Physics,Henry,
1933,Physics,George,
1933,Physics,Morris,
1933,Physics,Roland,
1933,Physics,Albert,
1933,Physics,Amy,
1933,Physics,Frederic,
1933,Physics,Otto,
1933,Physics,Irving,
1933,Chemistry,Ernest,
1933,Chemistry,Eric,
1933,Chemistry,Melville,
1933,Chemistry,Carleton,
1933,Chemistry,Werner,
1933,Chemistry,Michael,
1933,Chemistry,Margaret,
1933,Chemistry,Ethel,
1933,Chemistry,Esben,
1933,Chemistry,Withrow,
1933,Physiology or Medicine,Gertrude,
1933,Physiology or Medicine,Hans,
1933,Physiology or Medicine,STANLEY,
1933,Physiology or Medicine,Robert,
1933,Physiology or Medicine,Joseph,
1933,Physiology or Medicine,Courtenay,
1933,Physiology or Medicine,Jean,
1933,Physiology or Medicine,John,
1933,Physiology or Medicine,Ragnar,
1933,Physiology or Medicine,David,
1933,Economic Sciences,Gustav,
1933,Economic Sciences,Robert,
1933,Economic Sciences,Joan,
1933,Economic Sciences,Harold,
1933,Economic Sciences,John,
1933,Economic Sciences,Sidney,
1933,Economic Sciences,Umberto,
1933,Economic Sciences,Barbara,
1933,Economic Sciences,Beatrice,
1933,Economic Sciences,Edward,
1934,Physics,Robert,
1934,Physics,George,
1934,Physics,Duane,
1934,Physics,Tullio,
1934,Physics,William,
1934,Physics,Charles,
1934,Physics,Leopold,
1934,Physics,Frederic,
1934,Physics,Donald,
1934,Physics,Philip,
1934,Chemistry,Roger,
1934,Chemistry,Phillip,
1934,Chemistry,Esther,
1934,Chemistry,Alexander,
1934,Chemistry,Walter,
1934,Chemistry,John,
1934,Chemistry,Grace,
1934,Chemistry,Lillian,
1934,Chemistry,Aaron,
1934,Chemistry,Martin,
1934,Physiology or Medicine,McKeen,
1934,Physiology or Medicine,Jacob,
1934,Physiology or Medicine,Robert,
1934,Physiology or Medicine,Mark,
1934,Physiology or Medicine,William,
1934,Physiology or Medicine,Samuel,
1934,Physiology or Medicine,Alma,
1934,Physiology or Medicine,Clyde,
1934,Physiology or Medicine,Alf,
1934,Physiology or Medicine,Dean,
1934,Economic Sciences,Alfred,
1934,Economic Sciences,Joan,
1934,Economic Sciences,Viscount,
1934,Economic Sciences,Harro,
1934,Economic Sciences,Bertil,
1934,Economic Sciences,Nicholas,
1934,Economic Sciences,surname,
1934,Economic Sciences,Frederic,
1934,Economic Sciences,James,
1934,Economic Sciences,Victor,
1935,Physics,Ronold,
1935,Physics,Hans,
1935,Physics,Henry,
1935,Physics,Waldemar,
1935,Physics,Allan,
1935,Physics,Harold,
1935,Physics,Norman,
1935,Physics,Albert,
1935,Physics,Lewi,
1935,Physics,Yosisige,
1935,Chemistry,Max,
1935,Chemistry,Joseph,
1935,Chemistry,Robert,
1935,Chemistry,Lois,
1935,Chemistry,Barnett,
1935,Chemistry,Rudolf,
1935,Chemistry,Hugh,
1935,Chemistry,Henrik,
1935,Chemistry,Lorenz,
1935,Chemistry,Leopold,
1935,Physiology or Medicine,GUSTAV,
1935,Physiology or Medicine,Joseph,
1935,Physiology or Medicine,Jacob,
1935,Physiology or Medicine,William,
1935,Physiology or Medicine,Oscar,
1935,Physiology or Medicine,Alma,
1935,Physiology or Medicine,Lillian,
1935,Physiology or Medicine,Florence,
1935,Physiology or Medicine,Harry,
1935,Physiology or Medicine,Simon,
1935,Economic Sciences,Henry,
1935,Economic Sciences,Isaiah,
1935,Economic Sciences,Lionel,
1935,Economic Sciences,Roy,
1935,Economic Sciences,Christopher,
1935,Economic Sciences,Samuel,
1935,Economic Sciences,Arthur,
1935,Economic Sciences,Erich,
1935,Economic Sciences,Huntington,
1935,Economic Sciences,Lord,
1936,Physics,Paul,
1936,Physics,Martha,
1936,Physics,Allan,
1936,Physics,Harold,
1936,Physics,Duane,
1936,Physics,Hugh,
1936,Physics,Malcolm,
1936,Chemistry,Marta,
1936,Chemistry,Henry,
1936,Chemistry,Paul,
1936,Chemistry,Marjorie,
1936,Chemistry,Rudolf,
1936,Chemistry,Lawrence,
1936,Chemistry,David,
1936,Chemistry,Vines,
1936,Chemistry,Konrad,
1936,Chemistry,Jack,
1936,Physiology or Medicine,Fritz,
1936,Physiology or Medicine,Robert,
1936,Physiology or Medicine,Bernhard,
1936,Physiology or Medicine,John,
1936,Physiology or Medicine,Jane,
1936,Physiology or Medicine,Inderjit,
1936,Physiology or Medicine,Hudson,
1936,Physiology or Medicine,Harry,
1936,Physiology or Medicine,David,
1936,Physiology or Medicine,Charles,
1936,Economic Sciences,Joan,
1936,Economic Sciences,Heinrich,
1936,Economic Sciences,Samuel,
1936,Economic Sciences,Violet,
1936,Economic Sciences,Redvers,
1936,Economic Sciences,Margaret,
1936,Economic Sciences,Colin,
1936,Economic Sciences,Florence,
1936,Economic Sciences,James,
1936,Economic Sciences,Conyers,
1937,Physics,Ronold,
1937,Physics,Edith,
1937,Physics,Henry,
1937,Physics,John,
1937,Physics,The,
1937,Physics,Josef,
1937,Physics,Gerhard,
1937,Chemistry,Fritz,
1937,Chemistry,René,
1937,Chemistry,Rudolf,
1937,Chemistry,Sidney,
1937,Chemistry,Elmer,
1937,Chemistry,Nellie,
1937,Chemistry,Erwin,
1937,Chemistry,James,
1937,Chemistry,Madelyn,
1937,Chemistry,Abraham,
1937,Physiology or Medicine,Fritz,
1937,Physiology or Medicine,Edith,
1937,Physiology or Medicine,Eugene,
1937,Physiology or Medicine,Robert,
1937,Physiology or Medicine,William,
1937,Physiology or Medicine,Gregory,
1937,Physiology or Medicine,Samuel,
1937,Physiology or Medicine,Eric,
1937,Physiology or Medicine,Daniel,
1937,Physiology or Medicine,Ernst,
1937,Economic Sciences,Spencer,
1937,Economic Sciences,Jacob,
1937,Economic Sciences,Jules,
1937,Economic Sciences,Julius,
1937,Economic Sciences,Stuart,
1937,Economic Sciences,Frederic,
1937,Economic Sciences,Arthur,
1937,Economic Sciences,Austin,
1937,Economic Sciences,Frederick,
1937,Economic Sciences,Gladys,
1938,Physics,Henry,
1938,Physics,Paul,
1938,Physics,Watson,
1938,Physics,William,
1938,Physics,John,
1938,Physics,Michael,
1938,Physics,Gustaf,
1938,Physics,Martin,
1938,Chemistry,Benjamin,
1938,Chemistry,Olaf,
1938,Chemistry,Hans,
1938,Chemistry,Inga-Britta,
1938,Chemistry,Nils,
1938,Chemistry,Samuel,
1938,Chemistry,Alex,
1938,Chemistry,Erwin,
1938,Chemistry,Harry,
1938,Chemistry,Franklin,
1938,Physiology or Medicine,Fritz,
1938,Physiology or Medicine,Saul,
1938,Physiology or Medicine,Hans,
1938,Physiology or Medicine,Philip,
1938,Physiology or Medicine,Gerald,
1938,Physiology or Medicine,Samuel,
1938,Physiology or Medicine,Isaac,
1938,Physiology or Medicine,Cesare,
1938,Physiology or Medicine,Dorothy,
1938,Physiology or Medicine,PHILIP,
1938,Economic Sciences,Barrett,
1938,Economic Sciences,Paul,
1938,Economic Sciences,Tenney,
1938,Economic Sciences,Joan,
1938,Economic Sciences,Harold,
1938,Economic Sciences,Simon,
1938,Economic Sciences,Charles,
1938,Economic Sciences,Richard,
1938,Economic Sciences,Austin,
1938,Economic Sciences,George,
1939,Physics,Guenther,
1939,Physics,Henry,
1939,Physics,Alexander,
1939,Physics,Duane,
1939,Physics,William,
1939,Physics,Carl,
1939,Physics,Bernard,
1939,Chemistry,Hans,
1939,Chemistry,Klaus,
1939,Chemistry,Rudolf,
1939,Chemistry,Harold,
1939,Chemistry,Oscar,
1939,Chemistry,Lyman,
1939,Chemistry,Erwin,
1939,Chemistry,Erhard,
1939,Chemistry,Jeffries,
1939,Chemistry,Philip,
1939,Physiology or Medicine,Hampden,
1939,Physiology or Medicine,Jacob,
1939,Physiology or Medicine,Alexander,
1939,Physiology or Medicine,Attilio,
1939,Physiology or Medicine,George,
1939,Physiology or Medicine,Leonard,
1939,Physiology or Medicine,Harry,
1939,Physiology or Medicine,David,
1939,Physiology or Medicine,Mary,
1939,Physiology or Medicine,Milton,
1939,Economic Sciences,Earl,
1939,Economic Sciences,Jules,
1939,Economic Sciences,Erling,
1939,Economic Sciences,Felix,
1939,Economic Sciences,Jurgen,
1939,Economic Sciences,Austin,
1939,Economic Sciences,Frederick,
1939,Economic Sciences,Barnard,
1939,Economic Sciences,Ludwik,
1939,Economic Sciences,Brinley,
1940,Physics,Guenther,
1940,Physics,Louis,
1940,Physics,Paul,
1940,Physics,Walter,
1940,Physics,Ta-You,
1940,Physics,Bernard,
1940,Physics,Karl,
1940,Physics,Jesse,
1940,Physics,Parry,
1940,Physics,Andrew,
1940,Chemistry,Max,
1940,Chemistry,Fritz,
1940,Chemistry,Klaus,
1940,Chemistry,Rudolf,
1940,Chemistry,Michael,
1940,Chemistry,Erwin,
1940,Chemistry,Lillian,
1940,Chemistry,Edward,
1940,Chemistry,Calvin,
1940,Chemistry,Konrad,
1940,Physiology or Medicine,Peter,
1940,Physiology or Medicine,Paul,
1940,Physiology or Medicine,Robert,
1940,Physiology or Medicine,Erling,
1940,Physiology or Medicine,Mark,
1940,Physiology or Medicine,Rigby,
1940,Physiology or Medicine,Samuel,
1940,Physiology or Medicine,Abe,
1940,Physiology or Medicine,Victor,
1940,Physiology or Medicine,George,
1940,Economic Sciences,Herbert,
1940,Economic Sciences,Marie,
1940,Economic Sciences,Thorkil,
1940,Economic Sciences,Sigmund,
1940,Economic Sciences,Stephen,
1940,Economic Sciences,Marian,
1940,Economic Sciences,Frederic,
1940,Economic Sciences,Howard,
1940,Economic Sciences,Barbara,
1940,Economic Sciences,Jack,
1941,Physics,Stefan,
1941,Physics,Rolf,
1941,Physics,Barkley,
1941,Physics,Duane,
1941,Physics,Alan,
1941,Physics,Carl,
1941,Physics,Otto,
1941,Physics,Kasimir,
1941,Physics,George,
1941,Physics,Andrew,
1941,Chemistry,Arthur,
1941,Chemistry,Max,
1941,Chemistry,Chih-Chuan,
1941,Chemistry,Felix,
1941,Chemistry,John,
1941,Chemistry,Gunnar,
1941,Chemistry,Sidney,
1941,Chemistry,Erwin,
1941,Chemistry,Delafield,
1941,Chemistry,Ernst,
1941,Physiology or Medicine,Glenville,
1941,Physiology or Medicine,Joseph,
1941,Physiology or Medicine,Robert,
1941,Physiology or Medicine,John,
1941,Physiology or Medicine,Birdsey,
1941,Physiology or Medicine,Rhoda,
1941,Physiology or Medicine,Winfrey,
1941,Physiology or Medicine,Howard,
1941,Physiology or Medicine,Harry,
1941,Physiology or Medicine,Edward,
1941,Economic Sciences,Eileen,
1941,Economic Sciences,Derwent,
1941,Economic Sciences,Gerald,
1941,Economic Sciences,Kathleen,
1941,Economic Sciences,Merle,
1941,Economic Sciences,Harvey,
1941,Economic Sciences,Arthur,
1941,Economic Sciences,Richard,
1941,Economic Sciences,Edward,
1941,Economic Sciences,Charles,
1942,Physics,Louis,
1942,Physics,Henry,
1942,Physics,Martha,
1942,Physics,Frederick,
1942,Physics,Sidney,
1942,Physics,Jaime,
1942,Physics,Rufus,
1942,Physics,Arthur,
1942,Physics,Otto,
1942,Physics,Aurel,
1942,Chemistry,Paul,
1942,Chemistry,Frederick,
1942,Chemistry,Alan,
1942,Chemistry,Margery,
1942,Chemistry,Rudolph,
1942,Chemistry,Bernard,
1942,Chemistry,Emmett,
1942,Chemistry,Eric,
1942,Chemistry,Gerrit,
1942,Chemistry,Charles,
1942,Physiology or Medicine,Derek,
1942,Physiology or Medicine,Louis,
1942,Physiology or Medicine,Marlene,
1942,Physiology or Medicine,Quill,
1942,Physiology or Medicine,Henry,
1942,Physiology or Medicine,ERNST,
1942,Physiology or Medicine,NORBERT,
1942,Physiology or Medicine,Eliot,
1942,Physiology or Medicine,Charles,
1942,Physiology or Medicine,Philip,
1942,Economic Sciences,Hans,
1942,Economic Sciences,Edmund,
1942,Economic Sciences,Brian,
1942,Economic Sciences,Simon,
1942,Economic Sciences,Christopher,
1942,Economic Sciences,Wendell,
1942,Economic Sciences,Loyal,
1942,Economic Sciences,David,
1942,Economic Sciences,Comstock,
1942,Economic Sciences,Malcolm,
1943,Physics,Paul,
1943,Physics,David,
1943,Physics,Scott,
1943,Physics,Duane,
1943,Physics,Rohn,
1943,Physics,Homer,
1943,Physics,Merrill,
1943,Physics,HERBERT,
1943,Physics,Jack,
1943,Physics,Andrew,
1943,Chemistry,Louis,
1943,Chemistry,Camillo,
1943,Chemistry,Herbert,
1943,Chemistry,Marjorie,
1943,Chemistry,Lois,
1943,Chemistry,Rudolf,
1943,Chemistry,Norman,
1943,Chemistry,Josephine,
1943,Chemistry,Daniel,
1943,Chemistry,Fred,
1943,Physiology or Medicine,Marshall,
1943,Physiology or Medicine,Paul,
1943,Physiology or Medicine,Julius,
1943,Physiology or Medicine,John,
1943,Physiology or Medicine,Sidney,
1943,Physiology or Medicine,Sid,
1943,Physiology or Medicine,Nilson,
1943,Physiology or Medicine,Arthur,
1943,Physiology or Medicine,Franklin,
1943,Physiology or Medicine,Colter,
1943,Economic Sciences,Barrett,
1943,Economic Sciences,Paul,
1943,Economic Sciences,Eugene,
1943,Economic Sciences,Irving,
1943,Economic Sciences,Nicholas,
1943,Economic Sciences,HERBERT,
1943,Economic Sciences,Milton,
1943,Economic Sciences,Reginald,
1943,Economic Sciences,George,
1943,Economic Sciences,Ervin,
1944,Physics,Erling,
1944,Physics,Leon,
1944,Physics,Harold,
1944,Physics,Wallace,
1944,Physics,Oscar,
1944,Physics,Elmer,
1944,Physics,Mario,
1944,Physics,Otto,
1944,Physics,Clark,
1944,Physics,Vladimir,
1944,Chemistry,Fritz,
1944,Chemistry,DeWitt,
1944,Chemistry,Marjorie,
1944,Chemistry,Harry,
1944,Chemistry,Wilhelmine,
1944,Chemistry,Warwick,
1944,Chemistry,Heinrich,
1944,Chemistry,Erich,
1944,Chemistry,Susan,
1944,Chemistry,Andrew,
1944,Physiology or Medicine,Peter,
1944,Physiology or Medicine,Doris,
1944,Physiology or Medicine,Robert,
1944,Physiology or Medicine,Chester,
1944,Physiology or Medicine,Samuel,
1944,Physiology or Medicine,Sidney,
1944,Physiology or Medicine,Harry,
1944,Physiology or Medicine,Evelyn,
1944,Physiology or Medicine,Eric,
1944,Physiology or Medicine,Irving,
1944,Economic Sciences,Joseph,
1944,Economic Sciences,Harry,
1944,Economic Sciences,Halene,
1944,Economic Sciences,Antonin,
1944,Economic Sciences,Denys,
1944,Economic Sciences,Josef,
1944,Economic Sciences,Wilhelm,
1944,Economic Sciences,Richard,
1944,Economic Sciences,Reginald,
1944,Economic Sciences,Brinley,
1945,Physics,Rolf,
1945,Physics,Paul,
1945,Physics,Clark,
1945,Physics,Walter,
1945,Physics,Jo-Yun,
1945,Physics,Lamek,
1945,Physics,Clarence,
1945,Physics,Frederic,
1945,Physics,Harry,
1945,Physics,Mary,
1945,Chemistry,Benjamin,
1945,Chemistry,DeWitt,
1945,Chemistry,Lois,
1945,Chemistry,Morris,
1945,Chemistry,Harold,
1945,Chemistry,Virginia,
1945,Chemistry,Christopher,
1945,Chemistry,Heinz,
1945,Chemistry,Konrad,
1945,Chemistry,Fred,
1945,Physiology or Medicine,Hampden,
1945,Physiology or Medicine,Ruth,
1945,Physiology or Medicine,Caroline,
1945,Physiology or Medicine,Attilio,
1945,Physiology or Medicine,Isidore,
1945,Physiology or Medicine,Smith,
1945,Physiology or Medicine,Robert,
1945,Physiology or Medicine,Tsan-Wen,
1945,Physiology or Medicine,David,
1945,Physiology or Medicine,Eric,
1945,Economic Sciences,Henry,
1945,Economic Sciences,Hoyt,
1945,Economic Sciences,Stuart,
1945,Economic Sciences,Clarence,
1945,Economic Sciences,Evangeline,
1945,Economic Sciences,Griffith,
1945,Economic Sciences,Rodman,
1945,Economic Sciences,Edward,
1945,Economic Sciences,Reginald,
1945,Economic Sciences,Philip,
1946,Physics,Arthur,
1946,Physics,Herbert,
1946,Physics,Duane,
1946,Physics,Harvey,
1946,Physics,Norman,
1946,Physics,Mario,
1946,Physics,Harry,
1946,Physics,Frederick,
1946,Physics,Hsue‐Shen,
1946,Physics,Andrew,
1946,Chemistry,DeWitt,
1946,Chemistry,Arnold,
1946,Chemistry,David,
1946,Chemistry,William,
1946,Chemistry,Sidney,
1946,Chemistry,Grace,
1946,Chemistry,Erwin,
1946,Chemistry,Ann,
1946,Chemistry,Leslie,
1946,Chemistry,Gladys,
1946,Physiology or Medicine,Alfred,
1946,Physiology or Medicine,Smith,
1946,Physiology or Medicine,Tsan-Wen,
1946,Physiology or Medicine,Charity,
1946,Physiology or Medicine,Clara,
1946,Physiology or Medicine,LORD,
1946,Physiology or Medicine,Ralph,
1946,Physiology or Medicine,Arthur,
1946,Physiology or Medicine,Frederick,
1946,Physiology or Medicine,Mary,
1946,Economic Sciences,Sydney,
1946,Economic Sciences,Benjamin,
1946,Economic Sciences,Henry,
1946,Economic Sciences,Joseph,
1946,Economic Sciences,Alfred,
1946,Economic Sciences,Christopher,
1946,Economic Sciences,Michael,
1946,Economic Sciences,Albert,
1946,Economic Sciences,Leonard,
1946,Economic Sciences,Juanita,
1947,Physics,Henry,
1947,Physics,Joseph,
1947,Physics,Gustav,
1947,Physics,Duane,
1947,Physics,Enzo,
1947,Physics,Sidney,
1947,Physics,Hsue‐shen,
1947,Physics,Leonhard,
1947,Physics,Frederick,
1947,Physics,Shih-Nge,
1947,Chemistry,Patrice,
1947,Chemistry,Harris,
1947,Chemistry,Morris,
1947,Chemistry,William,
1947,Chemistry,Theodore,
1947,Chemistry,Felix,
1947,Chemistry,Jean,
1947,Chemistry,Ephraim,
1947,Chemistry,David,
1947,Chemistry,Charles,
1947,Physiology or Medicine,Olaf,
1947,Physiology or Medicine,Meyer,
1947,Physiology or Medicine,Joseph,
1947,Physiology or Medicine,Robert,
1947,Physiology or Medicine,Alexander,
1947,Physiology or Medicine,Jonathan,
1947,Physiology or Medicine,Ancel,
1947,Physiology or Medicine,Carolyn,
1947,Physiology or Medicine,Austin,
1947,Physiology or Medicine,Campbell,
1947,Economic Sciences,Rolf,
1947,Economic Sciences,Edmund,
1947,Economic Sciences,Hu,
1947,Economic Sciences,Maurice,
1947,Economic Sciences,Shannon,
1947,Economic Sciences,Buford,
1947,Economic Sciences,David,
1947,Economic Sciences,Viola,
1947,Economic Sciences,Reginald,
1947,Economic Sciences,Gilbert,
1948,Physics,Thornton,
1948,Physics,Zdeněk,
1948,Physics,Morris,
1948,Physics,John,
1948,Physics,Lyman,
1948,Physics,Bernard,
1948,Physics,Reuben,
1948,Physics,Elias,
1948,Physics,Edward,
1948,Physics,Philip,
1948,Chemistry,Camillo,
1948,Chemistry,Jerome,
1948,Chemistry,Sigmund,
1948,Chemistry,Stephen,
1948,Chemistry,Severo,
1948,Chemistry,Erwin,
1948,Chemistry,Karl,
1948,Chemistry,Gerrit,
1948,Chemistry,Milton,
1948,Chemistry,Ernst,
1948,Physiology or Medicine,Zeljko,
1948,Physiology or Medicine,Kao,
1948,Physiology or Medicine,Joseph,
1948,Physiology or Medicine,Alberto,
1948,Physiology or Medicine,Allan,
1948,Physiology or Medicine,Hudson,
1948,Physiology or Medicine,Sumner,
1948,Physiology or Medicine,Pamela,
1948,Physiology or Medicine,Humberto,
1948,Physiology or Medicine,Morton,
1948,Economic Sciences,Weldon,
1948,Economic Sciences,Maurice,
1948,Economic Sciences,Hermann,
1948,Economic Sciences,Paul,
1948,Economic Sciences,Broadus,
1948,Economic Sciences,Sigismond,
1948,Economic Sciences,Gregor,
1948,Economic Sciences,Buford,
1948,Economic Sciences,Frederick,
1948,Economic Sciences,George,
1949,Physics,Bruce,
1949,Physics,Frank,
1949,Physics,Henry,
1949,Physics,Beno,
1949,Physics,George,
1949,Physics,William,
1949,Physics,Isao,
1949,Physics,Elmer,
1949,Physics,Otto,
1949,Physics,Clark,
1949,Chemistry,Fritz,
1949,Chemistry,Hsien,
1949,Chemistry,Anne,
1949,Chemistry,Walter,
1949,Chemistry,Harold,
1949,Chemistry,Radwan,
1949,Physiology or Medicine,Fritz,
1949,Physiology or Medicine,Radford,
1949,Physiology or Medicine,Herbert,
1949,Physiology or Medicine,Rosario,
1949,Physiology or Medicine,John,
1949,Physiology or Medicine,Birdsey,
1949,Physiology or Medicine,Heinz,
1949,Physiology or Medicine,Betty,
1949,Physiology or Medicine,David,
1949,Physiology or Medicine,Jan,
1949,Economic Sciences,Maurice,
1949,Economic Sciences,Paul,
1949,Economic Sciences,Joan,
1949,Economic Sciences,PAUL,
1949,Economic Sciences,Laetitia,
1949,Economic Sciences,Stephen,
1949,Economic Sciences,Adolf,
1949,Economic Sciences,Richard,
1949,Economic Sciences,Gregor,
1949,Economic Sciences,Austin,
1950,Physics,Sydney,
1950,Physics,Laszlo,
1950,Physics,John,
1950,Physics,Laura,
1950,Physics,Otto,
1950,Chemistry,Alton,
1950,Chemistry,Rosemary,
1950,Chemistry,Merrill,
1950,Chemistry,Melvin,
1950,Chemistry,Harold,
1950,Chemistry,John,
1950,Chemistry,Warwick,
1950,Chemistry,Martin,
1950,Chemistry,David,
1950,Chemistry,Edward,
1950,Physiology or Medicine,ERNEST,
1950,Physiology or Medicine,Ronald,
1950,Physiology or Medicine,Carolyn,
1950,Physiology or Medicine,Povl,
1950,Physiology or Medicine,Marius,
1950,Physiology or Medicine,Smith,
1950,Physiology or Medicine,Hugo,
1950,Physiology or Medicine,Erling,
1950,Physiology or Medicine,Joyce,
1950,Physiology or Medicine,Phyllis,
1950,Economic Sciences,Lewis,
1950,Economic Sciences,Wilfred,
1950,Economic Sciences,Maurice,
1950,Economic Sciences,Robert,
1950,Economic Sciences,Nicholas,
1950,Economic Sciences,Carl,
1950,Economic Sciences,Abram,
1950,Economic Sciences,Nathan,
